#format: frame checksums
#version: 2
#hash: MD5
#software: Lavf61.7.100
#tb 0: 1/60
#media_type 0: video
#codec_id 0: rawvideo
#dimensions 0: 1440x852
#sar 0: 1/1
#stream#, dts,        pts, duration,     size, hash
0,         45,         45,        1,  1840320, ba0a23255c1da6c98bcceaae3228879c
0,         46,         46,        1,  1840320, 3ec245324b45df367523bf64ed8266d4
0,         47,         47,        1,  1840320, c6295085d6d0dbfc6384593dc66ca81f
0,         48,         48,        1,  1840320, 98868bb5743650f0ccd7eb2f5608a5fc
0,         49,         49,        1,  1840320, 2992c52659f64a2c2ec35f48e36e81bc
0,         50,         50,        1,  1840320, c0d10add93074061df2b38db2cf536f5
0,         51,         51,        1,  1840320, 866122e5ed9d13af12b9d167b9ec33ae
0,         52,         52,        1,  1840320, 8841609371874a2eaa13dba7e2d2c70d
0,         53,         53,        1,  1840320, 61346d33af5740538e6e8cad92e4dc8b
0,         54,         54,        1,  1840320, 42029618911545575c2759417e86adaf
0,         55,         55,        1,  1840320, e2ad760386f740c770265c467e73d1e6
0,         56,         56,        1,  1840320, 71c79bd50117ce51a36de2e8e962c4b2
0,         57,         57,        1,  1840320, c2ad394de153f9b12449f069f5d0ea04
0,         58,         58,        1,  1840320, 1d41711235b9b1a9599220532e4fab0c
0,         59,         59,        1,  1840320, 285c5a45e95daf395cd5be75cdff269e
0,         60,         60,        1,  1840320, aa29400e59276c9df74684192ae231c8
0,         61,         61,        1,  1840320, becad148429c02a00b62c68b994f5b67
0,         62,         62,        1,  1840320, f87875f4fe7539ad2657824305388d23
0,         63,         63,        1,  1840320, 46c4dbdf6f2dde7ebb53f3a923b6d74b
0,         64,         64,        1,  1840320, 95a683a0cbc2bb0871d92d0e2bea3242
0,         65,         65,        1,  1840320, 2a52d0f1585de7a2cc4a0815749f9b57
0,         66,         66,        1,  1840320, b4c97c65c886eab86b576aae045cf801
0,         67,         67,        1,  1840320, c107adaebabf954566f870c10c488f02
0,         68,         68,        1,  1840320, 36f394a488bb2b5ec868b26a0ee5030d
0,         69,         69,        1,  1840320, 8682752e12293e05f52c1adae03ffaaa
0,         70,         70,        1,  1840320, 17fcb15cff697d16edbef7417f03d8a7
0,         71,         71,        1,  1840320, 483ff435726dfb10e737f5f139420dc2
0,         72,         72,        1,  1840320, 0c1e5c6c8f17615e529b4b6f88fab561
0,         73,         73,        1,  1840320, d4221b776506445488cadc4fb86206b2
0,         74,         74,        1,  1840320, 732370de74f9becefe7d7d931ecec6dd
0,         75,         75,        1,  1840320, a756ff239b0c406f21abc0597e7ebf35
0,         76,         76,        1,  1840320, c28f7c696d95f6792e88377161cf652d
0,         77,         77,        1,  1840320, 5cb0ea76e5435a032fbc375bae52f1f3
0,         78,         78,        1,  1840320, 6af53dac3f35e4e6744096f496e6abf6
0,         79,         79,        1,  1840320, 2452b5ea3e5d2dbc591a6080c7592599
0,         80,         80,        1,  1840320, a8674d48eb1bfbb7719c71013392ead5
0,         81,         81,        1,  1840320, 3a665aad1ec9276bbc9f3e60c7a2186b
0,         82,         82,        1,  1840320, 9456cbb2176ce844fe7ecf30aeab6813
0,         83,         83,        1,  1840320, 31bace55ea10261b25436398485d10fe
0,         84,         84,        1,  1840320, 0619f55a7dcf06680f48d8c8c8f23c8b
0,         85,         85,        1,  1840320, 78b4cb461563fe7840523aca358981c3
0,         86,         86,        1,  1840320, b04eefb02d8ee024bdc2dc3cc6ccaa96
0,         87,         87,        1,  1840320, ff6177f2ffbe23f4b76120e892cad16f
0,         88,         88,        1,  1840320, 4ea0aa47cd3db6180051ede8c7c35609
0,         89,         89,        1,  1840320, f33d700761f09e80662b851547ec222f
0,         90,         90,        1,  1840320, 427d0125c9255265bc36b659d58295c7
0,         91,         91,        1,  1840320, f5bc66dbff2a8523034a1f1cbce4d35a
0,         92,         92,        1,  1840320, 226d98409cea6d9611cbdbe85d0cb154
0,         93,         93,        1,  1840320, c4b15afbfb62596f67818671f28c5b6b
0,         94,         94,        1,  1840320, a48db9692d2f42c2435e7e0499968144
0,         95,         95,        1,  1840320, c38de7cfe504a38c9bb0f334785d576a
0,         96,         96,        1,  1840320, 9d559f2ef388dd365a664db46078c431
0,         97,         97,        1,  1840320, 2a7695b7987db9cfd7fba181351d420a
0,         98,         98,        1,  1840320, a04eb9e3e8c6bf439f288cc02532a6fa
0,         99,         99,        1,  1840320, 5c6c7eb5ec5e4937b4b6a9c27ddd2eba
0,        100,        100,        1,  1840320, 21c0985d09cd4d43af375f2e39790601
0,        101,        101,        1,  1840320, 70cb6283798d2b96a9a3ee5608f61423
0,        102,        102,        1,  1840320, 698706d8889bdea42ac03098df4bea12
0,        103,        103,        1,  1840320, fb2f5462d92385157c77658823850920
0,        104,        104,        1,  1840320, 93eab93d920d7bea0bd8e481beced65e
0,        105,        105,        1,  1840320, cd158f17056fc9a6bc092ec291707aee
0,        106,        106,        1,  1840320, 50e9df04324ddb17228fb649ad070225
0,        107,        107,        1,  1840320, 3f1a2475d0af82bc12f9592e2524fb2c
0,        108,        108,        1,  1840320, 600c43b7b3b795c0198fbe77611f93b6
0,        109,        109,        1,  1840320, 2cd5025671e9d3133b28e7dc6912ee3f
0,        110,        110,        1,  1840320, 31e8d718e2f87035ded0690b9d2accad
0,        111,        111,        1,  1840320, 9a13b6ef4acdf6eb1ce4f20e55b3336d
0,        112,        112,        1,  1840320, 5fbdc7fce1ae47fdc7a8ce4de5b6a7f0
0,        113,        113,        1,  1840320, 10711fff5a89ee6bd0d20019044b3931
0,        114,        114,        1,  1840320, 30cc08b8de48ca3d52f4067cc365cdbf
0,        115,        115,        1,  1840320, 332d6f84548d1f756376cc9ad8649aae
0,        116,        116,        1,  1840320, e0cf150524a024b2196c7b86c5eff2a4
0,        117,        117,        1,  1840320, 45de33c54a9c491bb9f247efe8b7830e
0,        118,        118,        1,  1840320, 8bab0880b8d6468a213ef544b76106bb
0,        119,        119,        1,  1840320, 10cd118852338dcf054992a2e196796c
0,        120,        120,        1,  1840320, fac58cf7262fa26dd3bb369d10fb44f4
0,        121,        121,        1,  1840320, 96f2648b93a785128d8241cf86cf572e
0,        122,        122,        1,  1840320, 66c34f246d822ec7774f8e5ac9b5ff51
0,        123,        123,        1,  1840320, 204106c9cb1571be346ae30258aed8ba
0,        124,        124,        1,  1840320, 66c8078b118bb3fce7b743d6cd334331
0,        125,        125,        1,  1840320, c63ee6a7136be2b7f71ba0730de3ca07
0,        126,        126,        1,  1840320, cb778c63fee56eb7134fff0c3fd4679d
0,        127,        127,        1,  1840320, 7d19b9028a2e73e5a6ec800c55469650
0,        128,        128,        1,  1840320, faee79ed3fdfc8354609e835ad6068b6
0,        129,        129,        1,  1840320, 830415187055783ec0414e0f747b783f
0,        130,        130,        1,  1840320, 12990af56f42584d041dc44d3a6f2765
0,        131,        131,        1,  1840320, d7c912b623a6e4662846fab39ecd7815
0,        132,        132,        1,  1840320, ffd2f76ecc09a9bf240cea00137260c7
0,        133,        133,        1,  1840320, f4c0145963b8a00c0a5d359ef9076c82
0,        134,        134,        1,  1840320, c6e8ab784bf175b90c89522158bd7d2f
0,        135,        135,        1,  1840320, 52aad3921b676b3f1c59a3c356255c66
0,        136,        136,        1,  1840320, ea07349196a6e9508136beb059bf0a50
0,        137,        137,        1,  1840320, a61a045a89e1c4e4636284d765aab46f
0,        138,        138,        1,  1840320, bc529d6167920d0ed100f314148305d0
0,        139,        139,        1,  1840320, 2d96c575c0f3e48c0e9fdc37c657aa7f
0,        140,        140,        1,  1840320, 0ba4b82cfea368c13a9373d46ae89865
0,        141,        141,        1,  1840320, 8b7e2321135328fd4cb9938e88d92f3c
0,        142,        142,        1,  1840320, 3c63f61d0fd37618770a29a80a424727
0,        143,        143,        1,  1840320, b9c86a2154b2d21bd689cf0855754f77
0,        144,        144,        1,  1840320, a02572913609b6e402b9f37dec5de261
0,        145,        145,        1,  1840320, 83b92a50bb16d23a2989853cc9cf14f5
0,        146,        146,        1,  1840320, 55590180e8c3a894bb00168774818b44
0,        147,        147,        1,  1840320, e00fa2b57ee35f9a231cf35dc08df482
0,        148,        148,        1,  1840320, a7722c86a2496da4b6bbe8a3204dcd08
0,        149,        149,        1,  1840320, ce3f88a7793c083c06bf54ebe57a76d0
0,        150,        150,        1,  1840320, 80a38c8562586a22d957c95341f2fa85
0,        151,        151,        1,  1840320, 9b00b3f98fcb05dde64221ea11eabf45
0,        152,        152,        1,  1840320, 8b3163792cb212c4672dc2429f502562
0,        153,        153,        1,  1840320, b29ea88729775f4eb5f9a20a83f09a52
0,        154,        154,        1,  1840320, 7bc3a06fbfdd4aee7d872a5548311bfc
0,        155,        155,        1,  1840320, 7b5db083ca235ff06c3d89d6295d80ca
0,        156,        156,        1,  1840320, f42f415c54a6c8503c9afed26d0fcc80
0,        157,        157,        1,  1840320, c64f90fee45314b6224599f9bc429995
0,        158,        158,        1,  1840320, cd4871c94c69d3691e898a60ba0c4245
0,        159,        159,        1,  1840320, c4ece5190e46ebbd5f454eb9c769f260
0,        160,        160,        1,  1840320, dad6b9fe635d2199117028928c80f41a
0,        161,        161,        1,  1840320, 98e797078ce26caced239ff3b842f540
0,        162,        162,        1,  1840320, b4b4804ca385e3f59b81fb4969486235
0,        163,        163,        1,  1840320, 8ca2aedb652d6830925db9f0aba85285
0,        164,        164,        1,  1840320, 4a1edc48e7ec8363f84c7af6009704eb
0,        165,        165,        1,  1840320, 5b7f969494522bb3cf4a038c54cc2ddb
0,        166,        166,        1,  1840320, a0e16ea27caf2be5981a8db0fb4a9ce6
0,        167,        167,        1,  1840320, ee10cdf5666e3371112374485fee4e99
0,        168,        168,        1,  1840320, c55d008f5fb54b8f750e18f06c5c4a32
0,        169,        169,        1,  1840320, f34e82af51d78ba557edb0a22cb5d2db
0,        170,        170,        1,  1840320, 38de9399ba13ea752c6099959131c2a8
0,        171,        171,        1,  1840320, 6f1c838b9f246c2a3395f42c487fa207
0,        172,        172,        1,  1840320, 9b5684c790078cf509f1a75b1b28ecca
0,        173,        173,        1,  1840320, 97c033c8646e4abaa056a6be7b4886db
0,        174,        174,        1,  1840320, 4bc1467a6fef5b5aee2f49e8e1b478dd
0,        175,        175,        1,  1840320, 44aa90cb5009123eb1f86dd6d5027cd9
0,        176,        176,        1,  1840320, b453227851068638aee7c0df6f626d8e
0,        177,        177,        1,  1840320, 2d4e234f2e21f2ed8c9e36339c9a657c
0,        178,        178,        1,  1840320, bf504bf26f2b5a4b59d33510e538b671
0,        179,        179,        1,  1840320, 5fe816207be4f03473592ad8f83bd5bc
0,        180,        180,        1,  1840320, ff9dcd43b64c205937eb69134aa36122
0,        181,        181,        1,  1840320, f491b33a617bc641b9cc2ba309dc8b93
0,        182,        182,        1,  1840320, 6df51cf68d6afcacbca5b335b7f8e670
0,        183,        183,        1,  1840320, 3c27ef3ca2f4e55c9bd890b7c1bff2ff
0,        184,        184,        1,  1840320, ccdda4dc53a8d86158e07d7db812f203
0,        185,        185,        1,  1840320, 5a768755acd83707d22392d95021fa33
0,        186,        186,        1,  1840320, de5f85aa2b54b2ec2c3cbc04960b899c
0,        187,        187,        1,  1840320, d24906b35d9f73b5021ac36ab0bf412d
0,        188,        188,        1,  1840320, f84ef8677e23bea25028dfd77ef74ab2
0,        189,        189,        1,  1840320, 7b4ca6f6080e3bca8aa11bafbfc5d8af
0,        190,        190,        1,  1840320, 58db0c1081aafdee997d235c2cc7cd75
0,        191,        191,        1,  1840320, b108d1a13247c72660fa66485b7d0230
0,        192,        192,        1,  1840320, e145ac00f95129977dfbf6a46cf64412
0,        193,        193,        1,  1840320, 894360eb421e2b27a57c261c6c6872c0
0,        194,        194,        1,  1840320, b7da25fd9182f5acd88c6fa1ade7db6c
0,        195,        195,        1,  1840320, 3853c0a7db5dc5338aaedc2cc5f3c27e
0,        196,        196,        1,  1840320, 76f8752679745b4c517b6b6473341b9d
0,        197,        197,        1,  1840320, 06509abcdce6fd49ec27e1d26d4dfb30
0,        198,        198,        1,  1840320, 71f58ed24abc634e2877b5e4d5647885
0,        199,        199,        1,  1840320, 1e8a42ff69ed796f120e2d0670fc3e1d
0,        200,        200,        1,  1840320, 50fba34cd3b86dd1ffcb9aa75cb58a32
0,        201,        201,        1,  1840320, 94c7721b14c857e6478f0e06c33b630a
0,        202,        202,        1,  1840320, 07c6ffc6611c647065502a4e39895120
0,        203,        203,        1,  1840320, 88daf9f6c8fa9777b8fc66716d3773fc
0,        204,        204,        1,  1840320, 7f675ed5f3929f8095fae9e07d59472c
0,        205,        205,        1,  1840320, bec6298072fa613b0e416ac6faf50f28
0,        206,        206,        1,  1840320, 3c8c9dbb9361b4de85eca8cdb0a12f91
0,        207,        207,        1,  1840320, 8b90a9b7461ef1ae988299ce421a7486
0,        208,        208,        1,  1840320, b8708a3c2253b409e788090cf90fed75
0,        209,        209,        1,  1840320, 07449dff31c4bff606f0a354209a4190
0,        210,        210,        1,  1840320, 25d77dccd4010778eb61d6cf0108e56e
0,        211,        211,        1,  1840320, c9f60d8c99f5c972cad2edfcbef95770
0,        212,        212,        1,  1840320, a71a604477b14576ebd52b22c14468ab
0,        213,        213,        1,  1840320, 94d8d523ba5536c31798347854a8b2bf
0,        214,        214,        1,  1840320, aa6e811a30ab52e398b68038274c8ec4
0,        215,        215,        1,  1840320, b9df81be0fc68d4c9e7d7f916b6aada6
0,        216,        216,        1,  1840320, e339ec61c8f7a7886e89272ff98a27a2
0,        217,        217,        1,  1840320, 0848a17d770518b5fa4cde3acbb4aa97
0,        218,        218,        1,  1840320, 66ce01a8b80c137644257a9f523c7ea7
0,        219,        219,        1,  1840320, a489dfaf6b0395d843f85f7eb6a4827d
0,        220,        220,        1,  1840320, c481ecd8d909bb9d944b45bcfda23e46
0,        221,        221,        1,  1840320, d92605663ee771e0b558573227402193
0,        222,        222,        1,  1840320, a5de886d225b38779df30f9eca1827ea
0,        223,        223,        1,  1840320, 4cbd2f79eea253fd3c45a40d02c1e6ae
0,        224,        224,        1,  1840320, b3304b9aed9533806c45548958ebd2d2
0,        225,        225,        1,  1840320, 8f4c3dea096507a90e7c24e9cf2f693d
0,        226,        226,        1,  1840320, c1e852b3d281a0bffd2aafefa1de249c
0,        227,        227,        1,  1840320, 3f3b0f3468ff45f7c317534aac8cf0e5
0,        228,        228,        1,  1840320, 1185aceef955d2d6fb49b1a96b1f56b7
0,        229,        229,        1,  1840320, 9d486c5d846d5b136f7eefde4e2ebbe4
0,        230,        230,        1,  1840320, 7b88670be6fd99675108ce42a63cae90
0,        231,        231,        1,  1840320, 0c412ce13cd67de89fbff4dd01110581
0,        232,        232,        1,  1840320, edd6736be5dbade144fe8654d1956cfe
0,        233,        233,        1,  1840320, ca9b4e9839df981e57d6d1357329542f
0,        234,        234,        1,  1840320, 527bf38879dc70e1b397bc46de1ad200
0,        235,        235,        1,  1840320, abeeb97b55e367ef803572c2dff04ccb
0,        236,        236,        1,  1840320, e87bfb1225897c6cdaf544feb430ee92
0,        237,        237,        1,  1840320, 9b33a421fe368c03b2f567755b3cdf58
0,        238,        238,        1,  1840320, d2b2f6cddbaa8aeedd21105578e7f07e
0,        239,        239,        1,  1840320, cc971c64f2c5d47a57eddd29aa9a61ee
0,        240,        240,        1,  1840320, b27ca04bf3f4e525d34d2d19645db9e5
0,        241,        241,        1,  1840320, c062084c6638814cf2ce214444c6f07b
0,        242,        242,        1,  1840320, 7677f87a43a405ba453264fd33e87d84
0,        243,        243,        1,  1840320, 73f8ec265322e893e1ba81e1ad5873f4
0,        244,        244,        1,  1840320, d176c3d4e28eec1c60eab41d52c2fde4
0,        245,        245,        1,  1840320, 220c47e8b4e10728e42e1dab769cfee3
0,        246,        246,        1,  1840320, 09b4b0445ba051a2230de45bfda36609
0,        247,        247,        1,  1840320, e089edae0253a3584030e7f758e71095
0,        248,        248,        1,  1840320, 6d04dbc154508ae34de206d15733102a
0,        249,        249,        1,  1840320, 43cbde506e4329cf074d749464da8e1d
0,        250,        250,        1,  1840320, fb8ca5e563fecc37e3a4adb70080e1e4
0,        251,        251,        1,  1840320, 28348c0ee95fda9d590e188cdc9eb236
0,        252,        252,        1,  1840320, 9f029b1b9d30ef683acb7b237997461d
0,        253,        253,        1,  1840320, 921274b7e5a1dc2efd0c0e6ac7692e3e
0,        254,        254,        1,  1840320, 8832a602b7911d6409be21065e7b1390
0,        255,        255,        1,  1840320, 093703c10a1fa512ef541d2adf826661
0,        256,        256,        1,  1840320, 254050dbb24f0e323e0715b5a9512046
0,        257,        257,        1,  1840320, 8df49f29d60d163b3b2223aa5f36a3e2
0,        258,        258,        1,  1840320, fbe9d4bd3c147b0506ad8b497653c058
0,        259,        259,        1,  1840320, 9c8c74713ea32664bcfc1e532743e546
0,        260,        260,        1,  1840320, 17daa71eb24c9f379ac1a8521c5184b7
0,        261,        261,        1,  1840320, 25c7120de41f82bca1cc0349946079c8
0,        262,        262,        1,  1840320, 142f042f8914a434be431de7df47f50c
0,        263,        263,        1,  1840320, 9db55a3307c6ce15b84827af6eacbcc3
0,        264,        264,        1,  1840320, d132a29e65796db1a0d444a73fc78ea7
0,        265,        265,        1,  1840320, 519240596529f5c733a3bb63a2510817
0,        266,        266,        1,  1840320, d871433aa6f49616148caf8e3f9b9383
0,        267,        267,        1,  1840320, 054982b38043a07de8a2d7a3b7efc5fa
0,        268,        268,        1,  1840320, 7e38d6808072ded8ce9df462b7d59156
0,        269,        269,        1,  1840320, 90fbee3e6e9a89e3b3cd18818b59e4e6
0,        270,        270,        1,  1840320, 41fdcf011ed6740c9512a3235cee9010
0,        271,        271,        1,  1840320, 012908fe0bc7f023c93beea5f316ce18
0,        272,        272,        1,  1840320, c17b3a0cd33452d4d02e5690c8926f52
0,        273,        273,        1,  1840320, d4ba2d083055209dca3499ec0e061b8b
0,        274,        274,        1,  1840320, 86cb79b8eccd77ad0a4ab356883a8157
0,        275,        275,        1,  1840320, 1c54914894145cbbb15fcd526ae87e47
0,        276,        276,        1,  1840320, 3d560082765c03eab23e6be4c0aeed8b
0,        277,        277,        1,  1840320, 90435320e9af77e47923cbe183031bd3
0,        278,        278,        1,  1840320, c290ed5dee7e5bb217cc5fb5b1ca6274
0,        279,        279,        1,  1840320, bc9f836cf52eecec904bf52c0ccccf12
0,        280,        280,        1,  1840320, cb5084f8e14a4e68cca75d7445c4e0bc
0,        281,        281,        1,  1840320, d63cb500c53ebe8a7a9bf9822497fd99
0,        282,        282,        1,  1840320, 6b68b0244a168e21431a659ee75f2994
0,        283,        283,        1,  1840320, 8c6669a1f7c89c9a5fac5e69df88c1d3
0,        284,        284,        1,  1840320, a41fdff1965d17f57b4c9bd88883b958
0,        285,        285,        1,  1840320, 30b8468d0c2a0ad6af2b6dc0d9f63911
0,        286,        286,        1,  1840320, 99c8df0a3d52d56c729e13abcecce5be
0,        287,        287,        1,  1840320, df825ea599ad31686d2dba87f2b8064d
0,        288,        288,        1,  1840320, 84afa09a21fa90cfb704815041e4c676
0,        289,        289,        1,  1840320, 1b4fe5adf4ebaa573a0992859ab3eaee
0,        290,        290,        1,  1840320, d42b002b772a1c87f3d275d0f6936239
0,        291,        291,        1,  1840320, 2931b9cd74f16f8d3b9fae9c99c3db8e
0,        292,        292,        1,  1840320, 2c094ba408a009510bce1e31b7005953
0,        293,        293,        1,  1840320, bfb2d7352cf7a21e11d5a32b4098087e
0,        294,        294,        1,  1840320, beace1ba152ecfee5019a5c4ae7183b4
0,        295,        295,        1,  1840320, 591792dd1e2270c6ff450466a7b358bf
0,        296,        296,        1,  1840320, c4c0cbb942f3f32f2fe8a9d4e921bcfa
0,        297,        297,        1,  1840320, 16d6939f4f649c418fe30e599557087d
0,        298,        298,        1,  1840320, a08a30d533c80cdb5d90dd4e39729e96
0,        299,        299,        1,  1840320, 61ec96ce8ea161ecac93d40eb8241e87
0,        300,        300,        1,  1840320, 2cc3069765504ce057312aa304c6e4c2
0,        301,        301,        1,  1840320, bcd961779bd8b067d1eaf6a91f9505ae
0,        302,        302,        1,  1840320, 3651de860f6b201231a34b3074e46b13
0,        303,        303,        1,  1840320, c2279930433a1919ea3214737ba79a10
0,        304,        304,        1,  1840320, 7bdf4b2fabeda0a2b418dd97da84df15
0,        305,        305,        1,  1840320, 86344b9ae65908f6a0a066ff3b9a704e
0,        306,        306,        1,  1840320, 693cc1cd2d91d73d73603cb3ea446078
0,        307,        307,        1,  1840320, 8b60591daa08b2f72ba47a1dc51937bd
0,        308,        308,        1,  1840320, 2674fa507c5abedd2841b910d739fbb7
0,        309,        309,        1,  1840320, d6669d1cfa95f21f90e252a7a20d000e
0,        310,        310,        1,  1840320, 278de7f10e23f5b30c183a5b018acfb8
0,        311,        311,        1,  1840320, caf4c2e3fa0932a6be3e011fd689803a
0,        312,        312,        1,  1840320, f3c41dea9500b0ce6692cec9eede20a7
0,        313,        313,        1,  1840320, bcf7ecd7d8be0fa809cf17e73ea63b42
0,        314,        314,        1,  1840320, 46bcf0dcbbf53c96fdd42c01e8c3118f
0,        315,        315,        1,  1840320, 2f14f1a121164fb34fb07c955859372c
0,        316,        316,        1,  1840320, c598a13d542321d91e972a10228bba83
0,        317,        317,        1,  1840320, e2ae4a819c31ee29b6e546e8d909f8c9
0,        318,        318,        1,  1840320, 059ece50c5fbbca536e6aee9650e2fdf
0,        319,        319,        1,  1840320, 8b4b1e4d6814b0c0262893b95bd0d9b2
0,        320,        320,        1,  1840320, dd85edf6842573f9d94ba601073e7a30
0,        321,        321,        1,  1840320, 2d67957570e43b0755bdfd27da6cb004
0,        322,        322,        1,  1840320, b5b0bd0dc6ca0c5b481afb75d23cb11e
0,        323,        323,        1,  1840320, b71574aa24d5a5e8702274d3e97cd3a8
0,        324,        324,        1,  1840320, 643f521d83a4923fef654cfe525f2c24
0,        325,        325,        1,  1840320, d9244d50d9ccdc72a3b798dd41093ccd
0,        326,        326,        1,  1840320, 334784f73e4988e4f1453f56ca35b7d5
0,        327,        327,        1,  1840320, ca620a0481baff8126c5303f8ab680be
0,        328,        328,        1,  1840320, db007e7030c3ff8c6ee6b9c7c02ce734
0,        329,        329,        1,  1840320, cfa3a18e5bef053847aa4ef9a8d933b3
0,        330,        330,        1,  1840320, 1d460bf80068637befe3941736bffee4
0,        331,        331,        1,  1840320, 92a8a1c8fa148e70d9008307f87004d7
0,        332,        332,        1,  1840320, 2f7128f982b4146ddf744e4a3ac90038
